City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
217,Lebu,CL,2021-11-28 04:08:04,-37.6167,-73.65,51.53,75,0,16.96
218,Salalah,OM,2021-11-28 04:08:04,17.0151,54.0924,78.89,36,0,4.61
219,Hurghada,EG,2021-11-28 04:02:17,27.2574,33.8129,69.67,34,33,11.36
220,Grindavik,IS,2021-11-28 04:08:05,63.8424,-22.4338,36.07,93,0,8.05
221,Gamba,GA,2021-11-28 03:58:37,-2.65,10.0,76.19,89,100,3.04
222,Ancud,CL,2021-11-28 04:08:05,-41.8697,-73.8203,49.53,82,34,6.13
223,Lumeje,AO,2021-11-28 04:08:06,-11.55,20.7833,63.66,97,98,2.86
224,Tasiilaq,GL,2021-11-28 04:03:33,65.6145,-37.6368,28.56,92,100,7.36
225,Hun,LY,2021-11-28 04:06:42,29.1268,15.9477,71.33,28,99,10.96
226,Faro,PT,2021-11-28 04:05:17,37.0194,-7.9322,46.18,61,0,13.8
227,Mindelo,CV,2021-11-28 04:08:07,16.8901,-24.9804,74.75,69,40,24.16
228,Jalu,LY,2021-11-28 04:09:07,29.0331,21.5482,70.27,37,46,6.06
229,Ayni,TJ,2021-11-28 04:09:07,39.3941,68.5377,42.24,45,96,4.7
230,Gasa,PS,2021-11-28 04:09:08,31.5,34.4667,55.38,41,29,10.16
231,Kochinda,IN,2021-11-28 04:09:08,21.7333,84.35,71.94,43,87,3.51
232,Zhezkazgan,KZ,2021-11-28 04:09:08,47.8043,67.7144,17.78,80,44,10.47
233,Bengkulu,ID,2021-11-28 03:59:54,-3.8004,102.2655,82.15,71,100,3.83
234,Madanapalle,IN,2021-11-28 04:07:32,13.55,78.5,68.76,96,100,3.49
235,Tacuati,PY,2021-11-28 04:09:09,-23.45,-56.5833,72.45,57,0,3.87
236,Astana,KZ,2021-11-28 04:09:09,51.1801,71.446,-0.45,85,0,4.47
237,Bystryy Istok,RU,2021-11-28 04:09:10,52.371,84.3873,29.16,55,100,17.34
238,Clyde River,CA,2021-11-28 04:09:10,70.4692,-68.5914,-9.54,98,96,6.73
239,Mizan Teferi,ET,2021-11-28 04:09:10,6.9833,35.5833,65.03,72,33,2.82
240,Buraydah,SA,2021-11-28 04:09:11,26.326,43.975,56.55,49,0,3.91
